date,ICE Libor USD 1 week,BNP Paribas,Bank of America,Bank of Tokyo Mitsubishi UFJ,Barclays,Citibank,Credit Suisse,Crédit Agricole CIB,Deutsche Bank,HSBC,JP Morgan,Lloyds Bank,Norinchukin Bank,RBS,Rabobank,Royal Bank of Canada,Societe Generale,Sumitomo Mitsui Banking Corporation,UBS
9/28/07,5.06125,,5.1,5.07,5.08,5,5,,5,5.06,5.05,5.1,5.1,5.05,5.08,5.02,,,5.05
9/21/07,5.0375,,5.1,5.1,5.1,5.03,5,,5.02,5.05,5.02,5.03,5.05,5.01,5.1,5,,,5.05
9/14/07,5.26938,,5.35,5.25,5.3,5.25,5.2,,5.35,5.3,5.25,5.25,5.45,5.305,5.25,5.23,,,5.32
9/7/07,5.73625,,5.8,5.75,5.78,5.6,5.75,,5.72,5.78,5.74,5.65,5.8,5.7,5.8,5.7,,,5.65
8/31/07,5.70625,,5.7,5.7,5.75,5.69,5.8,,5.7,5.75,5.7,5.65,5.75,5.65,5.66,5.65,,,5.6
8/24/07,5.42625,,5.4,5.45,5.45,5.4,5.45,,5.4,5.47,5.45,5.35,5.42,5.41,5.5,5.43,,,5.45
8/17/07,5.41875,,5.45,5.42,5.45,5.43,5.45,,5.3,5.52,5.4,5.4,5.4,5.4,5.45,5.38,,,5.35
8/10/07,6.00625,,6,6,6.15,6,6.1,,5.6,6.1,6.25,5.6,6,6,6.1,5.6,,,5.6
8/3/07,5.32,,5.32,5.32,5.32,5.32,5.32,,5.32,5.32,5.32,5.33,5.32,5.31,5.33,5.32,,,5.325
7/27/07,5.32125,,5.32,5.33,5.33,5.325,5.32,,5.32,5.32,5.32,5.32,5.32,5.325,5.36,5.32,,,5.32
7/20/07,5.31388,,5.32,5.31,5.32,5.315,5.3,,5.32,5.32,5.31,5.31,5.31,5.3,5.32,5.313,,,5.313
7/13/07,5.31688,,5.32,5.31,5.32,5.32,5.3,,5.31,5.32,5.32,5.31,5.31,5.3,5.32,5.318,,,5.317
7/6/07,5.316,,5.32,5.31,5.32,5.32,5.3,,5.32,5.31,5.32,5.31,5.31,5.3,5.32,5.318,,,5.32
6/29/07,5.32,,5.32,5.32,5.32,5.32,5.31,,5.32,5.32,5.32,5.32,5.32,5.31,5.32,5.32,,,5.32
6/22/07,5.34,,5.34,5.34,5.36,5.32,5.34,,5.35,5.32,5.34,5.36,5.34,5.33,5.32,5.34,,,5.33
6/15/07,5.32,,5.32,5.32,5.32,5.32,5.31,,5.32,5.32,5.32,5.31,5.32,5.3,5.32,5.32,,,5.32
6/8/07,5.3185,,5.32,5.31,5.32,5.32,5.31,,5.32,5.32,5.32,5.32,5.32,5.31,5.32,5.318,,,5.32
6/1/07,5.31688,,5.33,5.31,5.32,5.32,5.31,,5.31,5.32,5.32,5.32,5.32,5.3,5.31,5.315,,,5.32
5/25/07,5.32,,5.32,5.32,5.32,5.32,5.32,,5.32,5.32,5.31,5.31,5.32,5.31,5.32,5.32,,,5.32
5/18/07,5.31488,,5.32,5.31,5.32,5.31,5.3,,5.32,5.32,5.32,5.31,5.32,5.3,5.315,5.3,,,5.314
5/11/07,5.3145,,5.32,5.31,5.32,5.31,5.31,,5.32,5.32,5.31,5.31,5.32,5.31,5.32,5.312,,,5.314
5/4/07,5.31563,,5.31,5.31,5.32,5.315,5.31,,5.32,5.32,5.32,5.3,5.32,5.3,5.31,5.315,,,5.315
4/27/07,5.32,,5.32,5.32,5.33,5.32,5.31,,5.31,5.32,5.32,5.32,5.32,5.31,5.32,5.32,,,5.32
4/20/07,5.31938,,5.31,5.32,5.32,5.32,5.32,,5.3,5.32,5.32,5.32,5.32,5.3,5.32,5.315,,,5.31
4/13/07,5.32,,5.32,5.32,5.32,5.32,5.32,,5.32,5.32,5.32,5.32,5.32,5.32,5.33,5.32,,,5.32
4/6/07,5.31625,,5.32,5.31,5.32,5.315,5.31,,5.31,5.32,5.32,5.315,5.32,5.3,5.32,5.315,,,5.315
3/30/07,5.31813,,5.32,5.32,5.31,5.31,5.32,,5.3,5.32,5.32,5.32,5.32,5.32,5.31,5.315,,,5.33
3/23/07,5.335,,5.35,5.33,5.35,5.33,5.34,,5.33,5.32,5.34,5.33,5.34,5.34,5.35,5.33,,,5.32
3/16/07,5.31,,5.31,5.31,5.32,5.3,5.3,,5.31,5.32,5.31,5.31,5.31,5.31,5.33,5.31,,,5.31
3/9/07,5.30938,,5.31,5.3,5.32,5.3,5.31,,5.3,5.32,5.31,5.31,5.31,5.3,5.31,5.305,,,5.33
3/2/07,5.3085,,5.31,5.3,5.32,5.3,5.31,,5.3,5.32,5.31,5.31,5.31,5.31,5.31,5.31,,,5.308
2/23/07,5.30938,,5.31,5.31,5.31,5.3,5.3,,5.31,5.32,5.31,5.3,5.31,5.31,5.32,5.305,,,5.31
2/16/07,5.30438,,5.31,5.3,5.32,5.3,5.3,,5.3,5.32,5.31,5.305,5.31,5.3,5.31,5.305,,,5.305
2/9/07,5.30313,,5.31,5.3,5.32,5.3,5.3,,5.29,5.31,5.31,5.305,5.3,5.3,5.31,5.305,,,5.305
2/2/07,5.30313,,5.31,5.3,5.32,5.3,5.3,,5.29,5.32,5.31,5.3,5.31,5.3,5.32,5.305,,,5.3
1/26/07,5.30563,,5.31,5.31,5.31,5.3,5.31,,5.29,5.32,5.3,5.31,5.3,5.3,5.315,5.295,,,5.305
1/19/07,5.30375,,5.31,5.3,5.31,5.305,5.3,,5.29,5.32,5.3,5.3,5.3,5.29,5.31,5.305,,,5.329
1/12/07,5.305,,5.31,5.3,5.32,5.305,5.3,,5.29,5.31,5.31,5.3,5.3,5.3,5.31,5.305,,,5.32
1/5/07,5.30375,,5.31,5.31,5.32,5.3,5.3,,5.3,5.31,5.3,5.3,5.3,5.3,5.32,5.305,,,5.305
12/29/06,5.31375,,5.33,5.31,5.32,5.32,5.31,,5.29,5.32,5.31,5.32,5.32,5.3,5.32,5.31,,,5.29
12/22/06,5.36875,,5.37,5.37,5.38,5.37,5.37,,5.37,5.36,5.37,5.36,5.35,5.34,5.36,5.37,,,5.37
12/15/06,5.3025,,5.31,5.3,5.31,5.305,5.3,,5.3,5.31,5.31,5.3,5.3,5.3,5.31,5.3,,,5.305
12/8/06,5.3,,5.31,5.3,5.3,5.3,5.3,,5.3,5.31,5.3,5.31,5.3,5.3,5.3,5.3,,,5.3
12/1/06,5.30063,,5.31,5.3,5.31,5.305,5.3,,5.3,5.31,5.3,5.3,5.3,5.29,5.3,5.3,,,5.305
11/24/06,5.30688,,5.31,5.31,5.32,5.305,5.3,,5.31,5.32,5.3,5.3,5.31,5.3,5.31,5.305,,,5.305
11/17/06,5.3,,5.31,5.3,5.3,5.3,5.29,,5.29,5.31,5.3,5.3,5.31,5.28,5.31,5.3,,,5.3
11/10/06,5.305,,5.31,5.3,5.31,5.3,5.31,,5.29,5.31,5.3,5.3,5.31,5.29,5.31,5.305,,,5.305
11/3/06,5.30625,,5.31,5.31,5.32,5.3,5.29,,5.29,5.31,5.3,5.3,5.31,5.28,5.31,5.305,,,5.305
10/27/06,5.31,,5.32,5.32,5.31,5.3,5.31,,5.31,5.32,5.31,5.3,5.3,5.29,5.32,5.31,,,5.31
10/20/06,5.30063,,5.31,5.31,5.3,5.3,5.3,,5.3,5.31,5.29,5.3,5.29,5.28,5.31,5.29,,,5.305
10/13/06,5.30383,,5.31,5.31,5.31,5.3,5.3,,5.3,5.31,5.3,5.29,5.31,5.29,5.31,5.305,,,5.30563
10/6/06,5.30313,,5.31,5.32,5.31,5.3,5.3,,5.3,5.31,5.29,5.3,5.31,5.28,5.31,5.3,,,5.305
9/29/06,5.31063,,5.31,5.32,5.31,5.3,5.31,,5.31,5.32,5.31,5.3,5.32,5.3,5.31,5.31,,,5.32
9/22/06,5.32313,,5.33,5.34,5.33,5.32,5.32,,5.32,5.33,5.33,5.32,5.33,5.31,5.31,5.325,,,5.31
9/15/06,5.30625,,5.32,5.31,5.31,5.3,5.3,,5.3,5.31,5.3,5.3,5.32,5.3,5.31,5.31,,,5.32
9/8/06,5.31,,5.32,5.31,5.31,5.3,5.31,,5.3,5.32,5.3,5.31,5.32,5.31,5.31,5.305,,,5.31
9/1/06,5.30875,,5.31,5.31,5.31,5.31,5.3,,5.3,5.32,5.3,5.31,5.32,5.3,5.31,5.31,,,5.295
8/25/06,5.31125,,5.3,5.32,5.32,5.32,5.31,,5.31,5.31,5.3,5.31,5.32,5.3,5.31,5.31,,,5.32
8/18/06,5.30875,,5.315,5.31,5.31,5.31,5.31,,5.31,5.3,5.3,5.31,5.32,5.29,5.31,5.31,,,5.3
8/11/06,5.3125,,5.33,5.31,5.31,5.32,5.31,,5.31,5.33,5.31,5.31,5.32,5.31,5.31,5.31,,,5.31
8/4/06,5.38563,,5.4,5.39,5.41,5.4,5.37,,5.39,5.38,5.38,5.38,5.37,5.39,5.4,5.385,,,5.37
7/28/06,5.3325,,5.34,5.33,5.33,5.35,5.33,,5.31,5.35,5.34,5.33,5.33,5.33,5.34,5.34,,,5.325
7/21/06,5.3125,,5.32,5.32,5.31,5.31,5.32,,5.3,5.32,5.32,5.31,5.31,5.3,5.32,5.31,,,5.31
7/14/06,5.31375,,5.32,5.31,5.32,5.31,5.32,,5.3,5.32,5.32,5.31,5.31,5.3,5.32,5.31,,,5.33
7/7/06,5.315,,5.33,5.32,5.32,5.32,5.3,,5.3,5.33,5.3,5.31,5.32,5.3,5.32,5.315,,,5.315
6/30/06,5.3225,,5.32,5.33,5.33,5.32,5.31,,5.31,5.32,5.34,5.31,5.34,5.3,5.31,5.32,,,5.33
6/23/06,5.33125,,5.33,5.34,5.33,5.32,5.34,,5.35,5.32,5.32,5.33,5.34,5.31,5.33,5.305,,,5.35
6/16/06,5.11,,5.13,5.1,5.11,5.11,5.11,,5.105,5.11,5.11,5.11,5.12,5.1,5.11,5.1,,,5.11
6/9/06,5.07,,5.07,5.07,5.06,5.07,5.07,,5.06,5.07,5.07,5.07,5.07,5.05,5.07,5.075,,,5.075
6/2/06,5.065,,5.07,5.07,5.07,5.07,5.06,,5.06,5.07,5.07,5.06,5.06,5.055,5.06,5.075,,,5.05
5/26/06,5.06875,,5.08,5.07,5.07,5.07,5.07,,5.055,5.07,5.07,5.06,5.06,5.05,5.07,5.08,,,5.06
5/19/06,5.065,,5.07,5.07,5.07,5.06,5.06,,5.06,5.07,5.07,5.06,5.06,5.05,5.07,5.07,,,5.06
5/12/06,5.06125,,5.08,5.06,5.07,5.065,5.06,,5.055,5.06,5.07,5.06,5.06,5.06,5.06,5.065,,,5.065
5/5/06,5.05438,,5.07,5.06,5.07,5.055,5.05,,5.05,5.04,5.07,5.05,5.07,5.05,5.05,5.05,,,5.05
4/28/06,4.93625,,4.94,4.94,4.95,4.94,4.94,,4.9,4.93,4.93,4.94,4.92,4.91,4.95,4.96,,,4.93
4/21/06,4.8375,,4.86,4.84,4.84,4.85,4.84,,4.82,4.86,4.82,4.84,4.83,4.83,4.83,4.84,,,4.84
4/14/06,4.82125,,4.84,4.82,4.82,4.82,4.82,,4.8,4.82,4.83,4.82,4.83,4.81,4.82,4.82,,,4.835
4/7/06,4.815,,4.81,4.82,4.82,4.82,4.8,,4.81,4.82,4.82,4.81,4.82,4.81,4.81,4.815,,,4.815
3/31/06,4.81375,,4.81,4.82,4.82,4.81,4.81,,4.81,4.82,4.82,4.8,4.83,4.8,4.81,4.81,,,4.825
3/24/06,4.84375,,4.85,4.85,4.85,4.84,4.85,,4.84,4.84,4.85,4.84,4.83,4.84,4.85,4.83,,,4.825
3/17/06,4.65313,,4.66,4.65,4.67,4.66,4.67,,4.66,4.65,4.65,4.65,4.65,4.65,4.66,4.655,,,4.64
3/10/06,4.56938,,4.57,4.57,4.57,4.57,4.56,,4.56,4.57,4.57,4.56,4.57,4.57,4.57,4.57,,,4.565
3/3/06,4.56281,,4.57,4.56,4.57,4.56,4.56,,4.55,4.57,4.57,4.56,4.57,4.54,4.57,4.5625,,,4.56
2/24/06,4.56,,4.56,4.56,4.56,4.57,4.56,,4.56,4.57,4.56,4.56,4.56,4.56,4.57,4.56,,,4.56
2/17/06,4.56,,4.56,4.56,4.56,4.56,4.55,,4.56,4.56,4.56,4.56,4.55,4.55,4.56,4.56,,,4.56
2/10/06,4.56,,4.56,4.55,4.56,4.56,4.55,,4.56,4.56,4.56,4.56,4.55,4.56,4.56,4.56,,,4.56
2/3/06,4.55,,4.56,4.55,4.55,4.55,4.55,,4.55,4.56,4.55,4.55,4.55,4.55,4.56,4.55,,,4.55
1/27/06,4.55,,4.56,4.55,4.55,4.55,4.55,,4.55,4.55,4.55,4.54,4.55,4.54,4.54,4.55,,,4.54
1/20/06,4.39063,,4.39,4.37,4.4,4.39,4.39,,4.385,4.39,4.39,4.39,4.38,4.37,4.4,4.4,,,4.4
1/13/06,4.31938,,4.33,4.32,4.33,4.315,4.31,,4.32,4.34,4.32,4.32,4.32,4.31,4.32,4.32,,,4.306
1/6/06,4.3125,,4.31,4.31,4.31,4.31,4.3,,4.315,4.32,4.32,4.32,4.31,4.3,4.32,4.315,,,4.3
12/30/05,4.31625,,4.33,4.32,4.32,4.32,4.31,,4.31,4.34,4.3,4.31,4.33,4.3,4.31,4.32,,,4.31
12/23/05,4.4525,,4.46,4.49,4.45,4.44,4.46,,4.46,4.46,4.45,4.44,4.47,4.41,4.45,4.45,,,4.39
12/16/05,4.30625,,4.3,4.31,4.31,4.31,4.31,,4.3,4.31,4.31,4.3,4.31,4.3,4.31,4.3,,,4.265
12/9/05,4.30688,,4.32,4.3,4.31,4.31,4.31,,4.3,4.32,4.31,4.3,4.3,4.3,4.31,4.305,,,4.3
12/2/05,4.14,,4.14,4.14,4.14,4.14,4.14,,4.14,4.14,4.16,4.14,4.14,4.12,4.15,4.12,,,4.15
11/25/05,4.07,,4.07,4.08,4.08,4.07,4.07,,4.06,4.07,4.08,4.07,4.07,4.07,4.07,4.07,,,4.07
11/18/05,4.06125,,4.07,4.07,4.06,4.06,4.06,,4.06,4.07,4.07,4.06,4.06,4.05,4.07,4.06,,,4.03
11/11/05,4.06688,,4.07,4.07,4.07,4.065,4.06,,4.07,4.07,4.07,4.06,4.07,4.07,4.07,4.06,,,4.03
11/4/05,4.06,,4.06,4.06,4.07,4.06,4.06,,4.05,4.07,4.06,4.06,4.06,4.06,4.06,4.06,,,4.03
10/28/05,4.06,,4.07,4.07,4.06,4.06,4.07,,4.04,4.06,4.06,4.06,4.06,4.07,4.06,4.06,,,4.03
10/21/05,3.92875,,3.94,3.93,3.93,3.93,3.93,,3.92,3.95,3.93,3.93,3.92,3.92,3.92,3.93,,,3.88
10/14/05,3.81875,,3.82,3.82,3.82,3.83,3.81,,3.8,3.83,3.82,3.82,3.83,3.81,3.81,3.83,,,3.77
10/7/05,3.81125,,3.82,3.8,3.82,3.81,3.81,,3.81,3.82,3.81,3.82,3.81,3.81,3.82,3.8,,,3.78
9/30/05,3.82125,,3.84,3.82,3.82,3.82,3.81,,3.8,3.84,3.84,3.82,3.83,3.8,3.81,3.83,,,3.77
9/23/05,3.835,,3.86,3.83,3.85,3.82,3.83,,3.84,3.86,3.83,3.84,3.82,3.83,3.85,3.83,,,3.83
