date,avg,Bank of Tokyo Mitsubishi UFJ,Barclays,Credit Agricole CIB,Deutsche Bank,HSBC,JP Morgan,Lloyds Bank,Mizuho,Norinchukin Bank,RBS,Societe Generale,Sumitomo Mitsui Banking Corporation,UBS
06/19/2015,0.135,0.12,0.09,0.18,0.145,0.1,0.145,0.15,0.12,0.095,0.145,0.12,0.155,0.151
06/12/2015,0.135,0.12,0.1,0.1775,0.145,0.1,0.145,0.15,0.12,0.095,0.145,0.12,0.155,0.151
06/05/2015,0.135,0.12,0.09,0.1775,0.145,0.1,0.145,0.15,0.12,0.095,0.145,0.12,0.155,0.151
05/29/2015,0.135,0.12,0.09,0.18,0.145,0.1,0.145,0.15,0.12,0.095,0.145,0.12,0.155,0.151
05/22/2015,0.13786,0.12,0.09,0.1775,0.145,0.11,0.145,0.15,0.12,0.095,0.145,0.14,0.155,0.151
05/15/2015,0.135,0.12,0.09,0.1775,0.145,0.11,0.145,0.15,0.12,0.095,0.145,0.12,0.155,0.151
05/08/2015,0.13929,0.12,0.09,0.18,0.145,0.11,0.145,0.15,0.12,0.095,0.145,0.15,0.155,0.151
05/01/2015,0.13786,0.12,0.09,0.1775,0.145,0.11,0.145,0.15,0.12,0.095,0.145,0.14,0.155,0.151
04/24/2015,0.13943,0.12,0.1,0.1775,0.145,0.12,0.145,0.15,0.12,0.095,0.145,0.16,0.155,0.151
04/17/2015,0.13943,0.12,0.11,0.1775,0.145,0.12,0.145,0.15,0.12,0.095,0.145,0.16,0.155,0.151
04/10/2015,0.13786,0.12,0.1,0.1825,0.145,0.12,0.145,0.15,0.12,0.095,0.145,0.14,0.155,0.151
04/03/2015,0.13857,0.12,0.11,0.1875,0.145,0.12,0.145,0.15,0.12,0.095,0.15,0.14,0.155,0.151
03/27/2015,0.13929,0.12,0.11,0.1925,0.145,0.12,0.15,0.15,0.12,0.095,0.15,0.14,0.155,0.151
03/20/2015,0.14143,0.12,0.13,0.19,0.145,0.12,0.15,0.15,0.12,0.095,0.145,0.15,0.155,0.151
03/13/2015,0.13643,0.12,0.13,0.19,0.145,0.12,0.15,0.15,0.12,0.095,0.14,0.1,0.155,0.151
03/06/2015,0.135,0.12,0.08,0.185,0.145,0.12,0.15,0.15,0.12,0.095,0.14,-0.01,0.155,0.151
02/27/2015,0.13643,0.13,0.08,0.1825,0.145,0.12,0.15,0.15,0.12,0.095,0.14,-0.02,0.155,0.151
02/20/2015,0.13857,0.13,0.08,0.1825,0.145,0.13,0.15,0.15,0.12,0.095,0.145,0.12,0.155,0.151
02/13/2015,0.14357,0.13,0.07,0.18,0.145,0.13,0.15,0.15,0.12,0.095,0.15,0.15,0.155,0.151
02/06/2015,0.14214,0.13,0.07,0.1775,0.145,0.13,0.15,0.15,0.12,0.095,0.15,0.14,0.155,0.151
01/30/2015,0.14214,0.13,0.06,0.175,0.145,0.13,0.15,0.15,0.12,0.095,0.15,0.14,0.155,0.151
01/23/2015,0.14214,0.13,0.08,0.175,0.145,0.13,0.15,0.15,0.12,0.095,0.15,0.14,0.155,0.151
01/16/2015,0.14429,0.13,0.09,0.18,0.16,0.13,0.15,0.17,0.12,0.105,0.155,0.13,0.155,0.161
01/09/2015,0.15014,0.13,0.1,0.1825,0.17,0.12,0.15,0.17,0.12,0.105,0.15,0.18,0.165,0.166
01/02/2015,0.14443,0.13,0.1,0.1825,0.17,0.12,0.155,0.17,0.125,0.105,0.15,0.11,0.165,0.166
12/26/2014,0.14514,0.13,0.1,0.1825,0.17,0.12,0.155,0.17,0.13,0.11,0.15,0.11,0.165,0.166
12/19/2014,0.14514,0.13,0.1,0.1825,0.17,0.12,0.155,0.17,0.13,0.11,0.15,0.12,0.165,0.166
12/12/2014,0.14514,0.13,0.09,0.1825,0.17,0.12,0.155,0.17,0.13,0.11,0.15,0.12,0.165,0.166
12/05/2014,0.14514,0.13,0.08,0.18,0.17,0.12,0.155,0.17,0.13,0.11,0.15,0.12,0.165,0.166
11/28/2014,0.14786,0.13,0.08,0.1825,0.17,0.13,0.16,0.17,0.13,0.11,0.15,0.13,0.165,0.171
11/21/2014,0.14857,0.13,0.07,0.1825,0.17,0.135,0.16,0.17,0.13,0.11,0.15,0.13,0.165,0.171
11/14/2014,0.15143,0.12,0.08,0.1825,0.17,0.14,0.165,0.17,0.13,0.11,0.155,0.13,0.17,0.171
11/07/2014,0.15143,0.12,0.1,0.175,0.17,0.14,0.165,0.17,0.13,0.105,0.155,0.13,0.17,0.171
10/31/2014,0.15786,0.14,0.1,0.175,0.17,0.15,0.165,0.17,0.13,0.11,0.16,0.15,0.17,0.171
10/24/2014,0.15929,0.14,0.14,0.175,0.175,0.16,0.17,0.18,0.14,0.115,0.155,0.13,0.175,0.176
10/17/2014,0.16286,0.14,0.14,0.1825,0.175,0.16,0.175,0.18,0.15,0.125,0.165,0.14,0.175,0.186
10/10/2014,0.16286,0.14,0.14,0.1925,0.175,0.16,0.175,0.18,0.15,0.125,0.165,0.13,0.175,0.186
10/03/2014,0.16571,0.14,0.14,0.195,0.175,0.17,0.175,0.18,0.16,0.13,0.165,0.13,0.175,0.186
09/26/2014,0.16786,0.15,0.14,0.225,0.175,0.17,0.18,0.18,0.16,0.13,0.165,0.12,0.175,0.186
09/19/2014,0.16929,0.15,0.15,0.21,0.175,0.17,0.18,0.18,0.165,0.135,0.165,0.15,0.18,0.186
09/12/2014,0.17071,0.16,0.15,0.2275,0.175,0.17,0.18,0.18,0.165,0.135,0.165,0.14,0.18,0.196
09/05/2014,0.17571,0.16,0.15,0.23,0.19,0.18,0.18,0.2,0.17,0.135,0.17,0.13,0.18,0.216
08/29/2014,0.17571,0.16,0.15,0.2275,0.19,0.18,0.18,0.2,0.17,0.135,0.17,0.13,0.18,0.216
08/22/2014,0.17643,0.16,0.15,0.2,0.19,0.18,0.18,0.2,0.17,0.135,0.175,0.14,0.18,0.216
08/15/2014,0.17786,0.17,0.12,0.2,0.19,0.18,0.18,0.2,0.17,0.135,0.175,0.13,0.18,0.216
08/08/2014,0.17786,0.17,0.15,0.2,0.19,0.18,0.18,0.2,0.17,0.135,0.175,0.14,0.18,0.216
08/01/2014,0.17786,0.17,0.16,0.2,0.19,0.18,0.18,0.2,0.17,0.135,0.175,0.12,0.18,0.216
07/25/2014,0.17857,0.17,0.12,0.195,0.19,0.185,0.18,0.2,0.17,0.135,0.175,0.12,0.18,0.221
07/18/2014,0.17857,0.17,0.15,0.2075,0.19,0.185,0.18,0.2,0.17,0.135,0.175,0.17,0.18,0.221
07/11/2014,0.17857,0.17,0.16,0.2075,0.19,0.185,0.18,0.2,0.17,0.13,0.175,0.17,0.18,0.221
07/04/2014,0.17857,0.17,0.17,0.2075,0.19,0.185,0.18,0.2,0.17,0.135,0.175,0.13,0.18,0.231
06/27/2014,0.17857,0.17,0.17,0.21,0.19,0.185,0.18,0.2,0.17,0.13,0.175,0.13,0.18,0.236
06/20/2014,0.17857,0.17,0.17,0.195,0.19,0.185,0.18,0.2,0.17,0.13,0.175,0.13,0.18,0.236
06/13/2014,0.17964,0.17,0.17,0.1825,0.19,0.195,0.185,0.2,0.17,0.13,0.18,0.12,0.18,0.236
06/06/2014,0.18179,0.18,0.17,0.1825,0.195,0.195,0.185,0.2,0.17,0.13,0.18,0.09,0.18,0.236
05/30/2014,0.18357,0.18,0.17,0.225,0.195,0.195,0.185,0.2,0.17,0.13,0.18,0.11,0.18,0.236
05/23/2014,0.18071,0.18,0.18,0.165,0.195,0.19,0.185,0.2,0.17,0.13,0.18,0.12,0.18,0.236
05/16/2014,0.18357,0.18,0.17,0.2025,0.195,0.19,0.19,0.2,0.17,0.13,0.18,0.13,0.18,0.236
05/09/2014,0.18714,0.18,0.19,0.2,0.205,0.19,0.19,0.2,0.17,0.13,0.18,0.16,0.18,0.236
05/02/2014,0.18893,0.18,0.2,0.2025,0.205,0.19,0.19,0.21,0.17,0.13,0.18,0.18,0.18,0.236
04/25/2014,0.19036,0.18,0.2,0.2025,0.205,0.19,0.19,0.21,0.17,0.13,0.18,0.19,0.18,0.236
04/18/2014,0.19107,0.18,0.2,0.2025,0.205,0.195,0.19,0.21,0.17,0.13,0.18,0.19,0.18,0.241
04/11/2014,0.19107,0.18,0.2,0.2025,0.205,0.195,0.19,0.21,0.17,0.13,0.18,0.19,0.18,0.241
04/04/2014,0.19357,0.18,0.2,0.2175,0.205,0.19,0.19,0.21,0.17,0.13,0.18,0.21,0.18,0.241
03/28/2014,0.185,0.18,0.16,0.2175,0.205,0.19,0.19,0.21,0.17,0.13,0.18,0.17,0.18,0.241
03/21/2014,0.18643,0.18,0.16,0.18,0.205,0.19,0.19,0.21,0.17,0.13,0.185,0.2,0.18,0.241
03/14/2014,0.19,0.18,0.16,0.2275,0.205,0.19,0.19,0.21,0.17,0.13,0.19,0.19,0.185,0.256
03/07/2014,0.19286,0.18,0.16,0.235,0.21,0.19,0.19,0.21,0.17,0.13,0.185,0.21,0.185,0.256
02/28/2014,0.19,0.18,0.16,0.235,0.21,0.19,0.19,0.21,0.17,0.13,0.185,0.19,0.185,0.256
02/21/2014,0.18893,0.18,0.16,0.2025,0.21,0.19,0.19,0.21,0.17,0.13,0.185,0.19,0.185,0.256
02/14/2014,0.19286,0.18,0.17,0.205,0.22,0.2,0.19,0.23,0.17,0.14,0.19,0.2,0.185,0.261
02/07/2014,0.20143,0.18,0.18,0.2275,0.225,0.2,0.2,0.23,0.17,0.14,0.2,0.22,0.185,0.271
01/31/2014,0.2025,0.18,0.18,0.2275,0.225,0.2,0.2,0.23,0.17,0.14,0.2,0.23,0.185,0.271
01/24/2014,0.20429,0.18,0.2,0.2275,0.225,0.2,0.2,0.23,0.17,0.155,0.2,0.22,0.185,0.271
01/17/2014,0.20893,0.18,0.23,0.2275,0.235,0.2,0.2,0.23,0.17,0.15,0.2,0.22,0.185,0.271
01/10/2014,0.20893,0.18,0.23,0.2275,0.235,0.2,0.2,0.23,0.17,0.15,0.2,0.22,0.185,0.271
01/03/2014,0.20893,0.18,0.23,0.2275,0.235,0.2,0.2,0.23,0.17,0.15,0.2,0.22,0.185,0.271
12/27/2013,0.20893,0.18,0.23,0.2275,0.235,0.2,0.2,0.23,0.17,0.15,0.2,0.22,0.185,0.271
12/20/2013,0.20714,0.18,0.23,0.225,0.235,0.2,0.2,0.23,0.17,0.15,0.2,0.21,0.185,0.271
12/13/2013,0.20786,0.18,0.23,0.23,0.235,0.2,0.2,0.23,0.17,0.15,0.2,0.21,0.185,0.271
12/06/2013,0.20429,0.18,0.23,0.23,0.235,0.2,0.2,0.23,0.18,0.155,0.205,0.18,0.185,0.271
11/29/2013,0.20536,0.18,0.23,0.2275,0.235,0.2,0.2,0.23,0.18,0.155,0.205,0.19,0.185,0.271
11/22/2013,0.20429,0.18,0.23,0.22,0.235,0.2,0.2,0.23,0.18,0.155,0.205,0.19,0.185,0.271
11/15/2013,0.20929,0.18,0.23,0.2325,0.235,0.2,0.21,0.23,0.18,0.155,0.205,0.2,0.19,0.271
11/08/2013,0.20893,0.18,0.23,0.2275,0.235,0.2,0.21,0.23,0.18,0.165,0.205,0.2,0.19,0.271
11/01/2013,0.20964,0.18,0.23,0.2275,0.235,0.2,0.21,0.23,0.18,0.165,0.21,0.2,0.19,0.271
10/25/2013,0.21107,0.18,0.23,0.2275,0.235,0.2,0.21,0.23,0.18,0.17,0.21,0.21,0.19,0.271
10/18/2013,0.21107,0.18,0.23,0.2275,0.235,0.2,0.22,0.23,0.18,0.17,0.21,0.2,0.19,0.271
10/11/2013,0.2125,0.18,0.23,0.2275,0.245,0.2,0.23,0.23,0.18,0.165,0.21,0.2,0.19,0.271
10/04/2013,0.21929,0.18,0.25,0.245,0.245,0.21,0.23,0.23,0.19,0.185,0.22,0.21,0.19,0.286
09/27/2013,0.2225,0.18,0.25,0.2475,0.265,0.21,0.23,0.23,0.19,0.195,0.22,0.22,0.2,0.291
09/20/2013,0.2225,0.18,0.25,0.2375,0.265,0.21,0.24,0.23,0.19,0.195,0.22,0.22,0.2,0.291
09/13/2013,0.22356,0.18,0.25,0.2399,0.265,0.21,0.24,0.23,0.19,0.195,0.225,0.22,0.2,0.291
09/06/2013,0.22356,0.18,0.25,0.2399,0.265,0.21,0.24,0.23,0.19,0.195,0.225,0.22,0.2,0.291
08/30/2013,0.22356,0.18,0.25,0.2399,0.265,0.21,0.24,0.23,0.19,0.195,0.225,0.22,0.2,0.306
08/23/2013,0.22356,0.18,0.25,0.2399,0.265,0.21,0.24,0.23,0.19,0.195,0.225,0.22,0.2,0.306
08/16/2013,0.22356,0.18,0.25,0.2399,0.265,0.21,0.24,0.23,0.19,0.195,0.225,0.22,0.2,0.306
08/09/2013,0.2257,0.18,0.25,0.2399,0.265,0.21,0.24,0.23,0.19,0.195,0.23,0.23,0.2,0.306
08/02/2013,0.2257,0.18,0.25,0.2399,0.265,0.21,0.24,0.23,0.19,0.195,0.23,0.23,0.2,0.306
07/26/2013,0.22784,0.18,0.25,0.2399,0.265,0.22,0.24,0.23,0.19,0.195,0.235,0.23,0.2,0.306
07/19/2013,0.22929,0.18,0.25,0.263,0.265,0.22,0.24,0.23,0.19,0.195,0.235,0.23,0.2,0.316
07/12/2013,0.22786,0.18,0.25,0.268,0.265,0.21,0.24,0.23,0.19,0.195,0.235,0.23,0.2,0.316
07/05/2013,0.23071,0.18,0.25,0.268,0.265,0.23,0.24,0.23,0.19,0.195,0.235,0.23,0.2,0.316
06/28/2013,0.23214,0.18,0.25,0.268,0.265,0.24,0.24,0.23,0.19,0.195,0.235,0.23,0.2,0.316
06/21/2013,0.23214,0.18,0.25,0.269,0.265,0.235,0.24,0.24,0.19,0.185,0.23,0.23,0.2,0.311
06/14/2013,0.23571,0.18,0.27,0.2995,0.275,0.23,0.25,0.24,0.19,0.185,0.23,0.23,0.2,0.311
06/07/2013,0.24071,0.18,0.3,0.2995,0.275,0.24,0.25,0.25,0.19,0.185,0.24,0.23,0.2,0.311
05/31/2013,0.24214,0.18,0.3,0.2995,0.275,0.25,0.25,0.25,0.19,0.19,0.24,0.23,0.2,0.311
05/24/2013,0.24286,0.18,0.3,0.3225,0.275,0.25,0.25,0.25,0.19,0.19,0.245,0.23,0.2,0.311
05/17/2013,0.24286,0.18,0.3,0.3225,0.275,0.25,0.25,0.25,0.19,0.19,0.245,0.23,0.2,0.311
05/10/2013,0.24286,0.18,0.3,0.3225,0.275,0.25,0.25,0.25,0.185,0.19,0.245,0.23,0.2,0.311
05/03/2013,0.24571,0.18,0.3,0.3225,0.275,0.25,0.25,0.25,0.19,0.195,0.245,0.25,0.2,0.311
04/26/2013,0.24857,0.18,0.3,0.3225,0.275,0.25,0.25,0.25,0.19,0.195,0.245,0.27,0.2,0.311
04/19/2013,0.24857,0.18,0.3,0.3225,0.275,0.25,0.25,0.25,0.19,0.195,0.245,0.27,0.2,0.311
04/12/2013,0.25071,0.18,0.3,0.3125,0.275,0.25,0.25,0.25,0.19,0.205,0.245,0.28,0.2,0.311
04/05/2013,0.25286,0.18,0.3,0.3125,0.285,0.25,0.25,0.25,0.2,0.21,0.245,0.28,0.2,0.311
03/29/2013,0.25714,0.19,0.3,0.3125,0.285,0.25,0.25,0.26,0.2,0.215,0.25,0.29,0.2,0.311
03/22/2013,0.25857,0.19,0.3,0.3125,0.285,0.25,0.25,0.26,0.2,0.215,0.25,0.3,0.2,0.311
03/15/2013,0.25857,0.19,0.3,0.3125,0.285,0.25,0.25,0.26,0.2,0.215,0.25,0.3,0.2,0.311
03/08/2013,0.26,0.19,0.3,0.3125,0.295,0.25,0.25,0.26,0.2,0.215,0.25,0.3,0.2,0.311
03/01/2013,0.26286,0.19,0.3,0.3725,0.295,0.25,0.25,0.26,0.21,0.225,0.26,0.3,0.21,0.311
02/22/2013,0.26429,0.19,0.3,0.3725,0.295,0.25,0.25,0.26,0.21,0.235,0.26,0.3,0.21,0.311
02/15/2013,0.26643,0.19,0.32,0.3725,0.295,0.25,0.25,0.26,0.21,0.25,0.26,0.3,0.21,0.311
02/08/2013,0.26857,0.19,0.32,0.3725,0.3,0.25,0.25,0.26,0.21,0.26,0.26,0.3,0.21,0.311
02/01/2013,0.27229,0.19,0.32,0.3725,0.3,0.25,0.24,0.26,0.21,0.28,0.26,0.32,0.21,0.316
01/25/2013,0.27229,0.19,0.32,0.3725,0.3,0.25,0.24,0.26,0.21,0.28,0.26,0.32,0.21,0.316
01/18/2013,0.27086,0.19,0.32,0.3825,0.3,0.25,0.23,0.26,0.22,0.28,0.26,0.32,0.21,0.316
01/11/2013,0.27943,0.19,0.32,0.3825,0.3,0.25,0.25,0.28,0.22,0.29,0.27,0.33,0.22,0.316
01/04/2013,0.28371,0.19,0.32,0.3825,0.3,0.25,0.27,0.28,0.22,0.29,0.28,0.34,0.22,0.316
12/28/2012,0.28229,0.19,0.32,0.3825,0.3,0.23,0.27,0.29,0.22,0.29,0.28,0.34,0.22,0.316
12/21/2012,0.28229,0.19,0.32,0.3825,0.3,0.23,0.27,0.29,0.23,0.29,0.28,0.34,0.23,0.316
12/14/2012,0.28714,0.19,0.32,0.3825,0.3,0.24,0.27,0.3,0.23,0.3,0.28,0.34,0.24,0.321
12/07/2012,0.29429,0.2,0.32,0.3825,0.3,0.24,0.28,0.3,0.27,0.3,0.29,0.34,0.25,0.321
11/30/2012,0.30071,0.24,0.32,0.3825,0.3,0.24,0.28,0.3,0.305,0.3,0.3,0.36,0.27,0.321
11/23/2012,0.30086,0.26,0.35,0.3825,0.3,0.24,0.28,0.3,0.305,0.3,0.3,0.36,0.27,0.321
11/16/2012,0.30086,0.26,0.35,0.3825,0.3,0.24,0.28,0.3,0.305,0.3,0.3,0.36,0.27,0.321
11/09/2012,0.30229,0.26,0.35,0.3825,0.3,0.24,0.28,0.3,0.305,0.3,0.3,0.36,0.27,0.331
11/02/2012,0.30229,0.26,0.35,0.3825,0.3,0.24,0.28,0.3,0.305,0.3,0.3,0.37,0.27,0.331
10/26/2012,0.30586,0.26,0.35,0.3825,0.3,0.24,0.29,0.3,0.305,0.31,0.305,0.38,0.27,0.331
10/19/2012,0.30943,0.26,0.35,0.3825,0.3,0.26,0.29,0.31,0.315,0.31,0.31,0.38,0.28,0.331
10/12/2012,0.31157,0.26,0.35,0.3825,0.3,0.27,0.29,0.32,0.32,0.31,0.31,0.38,0.28,0.331
